Task_ID,Project_ID,Employee_ID,Employee_Name,Task_Name,Assigned_Date,Due_Date,Completed_Date,Hours_Worked,Estimated_Hours,Task_Status,Task_Priority,Task_Type,Bug_Count,Rework_Hours,Is_Completed,Is_Late,Hours_Variance,Efficiency_Ratio
TSK007499,PRJ0233,EMP0519,Aadhya Bose,Documentation task #7500,2023-09-29,2023-10-02,2023-10-03,37.4,37.6,Completed,Low,Deployment,1,1.4,True,True,-0.20000000000000284,1.01
TSK007500,PRJ0233,EMP0393,Yuvan Menon,Deployment task #7501,2023-11-14,2023-11-25,2023-11-30,9.8,13.2,Completed,Low,Code Review,4,11.0,True,True,-3.3999999999999986,1.35
TSK007501,PRJ0233,EMP0376,Zara Kapoor,Bug Fix task #7502,2023-09-17,2023-09-24,2023-09-26,12.2,11.7,Completed,Low,Deployment,2,5.9,True,True,0.5,0.96
TSK007502,PRJ0234,EMP0394,Aditya Gupta,Research task #7503,2023-08-13,2023-08-28,2023-08-28,9.5,8.5,Completed,Medium,Research,0,0.0,True,False,1.0,0.89
TSK007503,PRJ0234,EMP0226,Saanvi Malhotra,Deployment task #7504,2023-05-22,2023-05-26,2023-05-31,29.8,21.1,Completed,Medium,Development,0,0.0,True,True,8.7,0.71
TSK007504,PRJ0234,EMP0333,Aditya Krishnan,Development task #7505,2023-10-09,2023-10-15,2023-10-13,55.1,52.1,Completed,Low,Code Review,5,6.4,True,False,3.0,0.95
TSK007505,PRJ0234,EMP0116,Myra Bose,Bug Fix task #7506,2023-10-29,2023-10-31,2023-11-03,40.3,38.8,Completed,Low,Deployment,0,0.0,True,True,1.5,0.96
TSK007506,PRJ0234,EMP0441,Anika Verma,Testing task #7507,2023-09-21,2023-09-29,2023-09-30,6.5,6.4,Completed,High,Development,0,0.0,True,True,0.09999999999999964,0.98
TSK007507,PRJ0234,EMP0112,Aditya Gupta,Testing task #7508,2023-11-08,2023-11-25,2023-11-25,62.5,40.1,Completed,Low,Research,0,0.0,True,False,22.4,0.64
TSK007508,PRJ0234,EMP0431,Arnav Bose,Deployment task #7509,2023-06-29,2023-07-19,2023-07-20,12.8,17.5,Completed,Low,Research,1,0.8,True,True,-4.699999999999999,1.37
TSK007509,PRJ0234,EMP0072,Sara Nair,Design task #7510,2023-06-04,2023-06-11,2023-06-14,52.5,38.5,Completed,High,Research,0,0.0,True,True,14.0,0.73
TSK007510,PRJ0234,EMP0363,Aditya Gupta,Design task #7511,2023-06-24,2023-07-12,2023-07-11,43.1,59.6,Completed,High,Code Review,3,5.0,True,False,-16.5,1.38
TSK007511,PRJ0234,EMP0212,Tara Gupta,Development task #7512,2023-05-01,2023-05-11,2023-05-16,19.7,22.3,Completed,Low,Bug Fix,2,5.4,True,True,-2.6000000000000014,1.13
TSK007512,PRJ0234,EMP0332,Aryan Sharma,Deployment task #7513,2023-10-11,2023-10-30,2023-10-31,61.3,53.6,Completed,Medium,Code Review,0,0.0,True,True,7.699999999999996,0.87
TSK007513,PRJ0234,EMP0136,Ananya Krishnan,Bug Fix task #7514,2023-09-27,2023-10-05,2023-10-05,37.1,36.3,Completed,High,Design,0,0.0,True,False,0.8000000000000043,0.98
TSK007514,PRJ0234,EMP0581,Veer Das,Documentation task #7515,2023-06-06,2023-06-14,2023-06-15,68.4,46.0,Completed,Medium,Development,3,7.0,True,True,22.400000000000006,0.67
TSK007515,PRJ0234,EMP0496,Advait Pillai,Development task #7516,2023-06-13,2023-06-25,2023-06-26,30.6,19.8,Completed,High,Development,2,3.7,True,True,10.8,0.65
TSK007516,PRJ0234,EMP0490,Rudra Bose,Deployment task #7517,2023-06-25,2023-07-04,2023-07-04,40.9,37.1,Completed,Medium,Documentation,2,3.5,True,False,3.799999999999997,0.91
TSK007517,PRJ0234,EMP0078,Zara Kapoor,Code Review task #7518,2023-07-27,2023-08-09,2023-08-12,39.5,26.1,Completed,Medium,Bug Fix,0,0.0,True,True,13.399999999999999,0.66
TSK007518,PRJ0234,EMP0114,Reyansh Reddy,Design task #7519,2023-09-30,2023-10-16,2023-10-18,7.8,10.0,Completed,High,Testing,1,0.6,True,True,-2.2,1.28
TSK007519,PRJ0234,EMP0217,Zara Kumar,Deployment task #7520,2023-10-14,2023-10-17,2023-10-17,60.2,52.6,Completed,Medium,Deployment,0,0.0,True,False,7.600000000000001,0.87
TSK007520,PRJ0234,EMP0170,Aditya Menon,Design task #7521,2023-06-06,2023-06-13,2023-06-21,26.0,26.9,Completed,High,Design,1,1.3,True,True,-0.8999999999999986,1.03
TSK007521,PRJ0234,EMP0583,Sara Rao,Deployment task #7522,2023-06-15,2023-06-20,2023-06-19,7.6,6.1,Completed,Low,Deployment,1,1.4,True,False,1.5,0.8
TSK007522,PRJ0234,EMP0271,Sara Malhotra,Development task #7523,2023-09-27,2023-10-03,,28.0,40.4,Blocked,Low,Deployment,2,3.8,False,False,-12.399999999999999,1.44
TSK007523,PRJ0234,EMP0410,Vihaan Nair,Design task #7524,2023-06-20,2023-06-28,2023-06-26,7.5,10.5,Completed,High,Development,1,1.0,True,False,-3.0,1.4
TSK007524,PRJ0234,EMP0311,Aadhya Kumar,Testing task #7525,2023-11-14,2023-11-22,2023-11-30,20.5,20.5,Completed,Medium,Design,2,5.3,True,True,0.0,1.0
TSK007525,PRJ0234,EMP0057,Ishaan Gupta,Research task #7526,2023-08-16,2023-08-29,2023-08-27,34.8,30.8,Completed,Medium,Documentation,0,0.0,True,False,3.9999999999999964,0.89
TSK007526,PRJ0235,EMP0221,Kavya Nair,Code Review task #7527,2023-03-30,2023-04-15,2023-04-16,23.0,27.5,Completed,Medium,Design,1,0.6,True,True,-4.5,1.2
TSK007527,PRJ0235,EMP0400,Aditya Malhotra,Research task #7528,2023-06-02,2023-06-11,2023-06-19,65.5,52.3,Completed,Low,Research,2,1.9,True,True,13.200000000000003,0.8
TSK007528,PRJ0235,EMP0187,Rudra Kumar,Testing task #7529,2023-05-02,2023-05-21,2023-05-23,34.4,38.9,Completed,High,Bug Fix,0,0.0,True,True,-4.5,1.13
TSK007529,PRJ0235,EMP0489,Vihaan Krishnan,Testing task #7530,2023-04-06,2023-04-25,2023-04-27,8.5,7.3,Completed,High,Documentation,2,4.7,True,True,1.2000000000000002,0.86
TSK007530,PRJ0235,EMP0336,Kabir Pillai,Deployment task #7531,2023-03-22,2023-04-05,2023-04-05,40.0,26.3,Completed,Low,Documentation,0,0.0,True,False,13.7,0.66
TSK007531,PRJ0235,EMP0414,Kabir Malhotra,Design task #7532,2023-05-28,2023-05-31,2023-06-03,55.3,35.1,Completed,High,Research,0,0.0,True,True,20.199999999999996,0.63
TSK007532,PRJ0235,EMP0434,Kavya Malhotra,Documentation task #7533,2023-05-31,2023-06-16,2023-06-18,36.4,38.1,Completed,Low,Research,1,1.9,True,True,-1.7000000000000028,1.05
TSK007533,PRJ0235,EMP0474,Meera Kapoor,Documentation task #7534,2023-04-01,2023-04-03,2023-04-01,59.7,57.9,Completed,Medium,Code Review,0,0.0,True,False,1.8000000000000043,0.97
TSK007534,PRJ0235,EMP0003,Myra Gupta,Design task #7535,2023-02-27,2023-03-05,2023-03-04,32.9,26.2,Completed,High,Research,1,1.3,True,False,6.699999999999999,0.8
TSK007535,PRJ0235,EMP0007,Vivaan Sharma,Testing task #7536,2023-06-01,2023-06-15,2023-06-15,20.6,13.4,Completed,Low,Deployment,0,0.0,True,False,7.200000000000001,0.65
TSK007536,PRJ0235,EMP0574,Aditya Pillai,Deployment task #7537,2023-05-21,2023-05-29,2023-06-03,34.7,22.7,Completed,Medium,Bug Fix,0,0.0,True,True,12.000000000000004,0.65
TSK007537,PRJ0235,EMP0356,Ananya Nair,Development task #7538,2023-01-09,2023-01-30,2023-01-31,64.1,50.0,Completed,Low,Development,1,1.5,True,True,14.099999999999994,0.78
TSK007538,PRJ0235,EMP0038,Ananya Singh,Development task #7539,2023-03-06,2023-03-11,2023-03-11,64.1,42.7,Completed,Low,Testing,1,0.8,True,False,21.39999999999999,0.67
TSK007539,PRJ0235,EMP0055,Arnav Das,Code Review task #7540,2023-03-03,2023-03-21,2023-03-20,10.5,8.1,Completed,High,Code Review,2,4.5,True,False,2.4000000000000004,0.77
TSK007540,PRJ0235,EMP0463,Aditya Verma,Research task #7541,2023-03-11,2023-03-18,,22.8,25.4,Blocked,Medium,Documentation,0,0.0,False,False,-2.599999999999998,1.11
TSK007541,PRJ0235,EMP0559,Myra Malhotra,Code Review task #7542,2023-04-14,2023-04-18,2023-04-18,24.4,16.5,Completed,Medium,Development,1,2.3,True,False,7.899999999999999,0.68
TSK007542,PRJ0235,EMP0426,Riya Bose,Research task #7543,2023-01-13,2023-01-31,2023-02-02,38.6,39.4,Completed,High,Development,3,8.6,True,True,-0.7999999999999972,1.02
TSK007543,PRJ0235,EMP0112,Aditya Gupta,Documentation task #7544,2023-01-25,2023-02-09,2023-02-08,47.6,31.5,Completed,Low,Code Review,0,0.0,True,False,16.1,0.66
TSK007544,PRJ0235,EMP0329,Tara Reddy,Deployment task #7545,2023-01-15,2023-01-24,2023-01-29,32.7,40.9,Completed,Low,Design,4,11.8,True,True,-8.199999999999996,1.25
TSK007545,PRJ0235,EMP0152,Vivaan Iyer,Documentation task #7546,2023-01-13,2023-01-17,2023-01-20,40.2,35.0,Completed,High,Testing,0,0.0,True,True,5.200000000000003,0.87
TSK007546,PRJ0235,EMP0054,Reyansh Bose,Research task #7547,2023-01-06,2023-01-11,,23.1,45.3,In Progress,Low,Documentation,0,0.0,False,False,-22.199999999999996,1.96
TSK007547,PRJ0235,EMP0267,Kavya Rao,Deployment task #7548,2023-03-12,2023-03-29,2023-03-31,39.9,26.0,Completed,Low,Bug Fix,0,0.0,True,True,13.899999999999999,0.65
TSK007548,PRJ0235,EMP0563,Kiaan Rao,Testing task #7549,2023-06-04,2023-06-07,2023-06-08,82.3,56.7,Completed,Medium,Code Review,0,0.0,True,True,25.599999999999994,0.69
TSK007549,PRJ0235,EMP0156,Arnav Nair,Code Review task #7550,2023-03-06,2023-03-26,2023-03-26,37.0,34.4,Completed,High,Testing,0,0.0,True,False,2.6000000000000014,0.93
TSK007550,PRJ0235,EMP0562,Advait Nair,Research task #7551,2023-01-22,2023-01-24,2023-01-27,25.0,31.1,Completed,Medium,Development,0,0.0,True,True,-6.100000000000001,1.24
TSK007551,PRJ0235,EMP0462,Shaurya Reddy,Design task #7552,2023-03-22,2023-03-31,,40.3,45.9,To Do,Low,Research,0,0.0,False,False,-5.600000000000001,1.14
TSK007552,PRJ0235,EMP0222,Arnav Verma,Code Review task #7553,2023-05-27,2023-06-01,2023-06-02,49.7,48.3,Completed,High,Design,0,0.0,True,True,1.4000000000000057,0.97
TSK007553,PRJ0236,EMP0137,Riya Bose,Deployment task #7554,2023-05-22,2023-06-02,,9.8,19.0,In Progress,Low,Deployment,0,0.0,False,False,-9.2,1.94
TSK007554,PRJ0236,EMP0170,Aditya Menon,Development task #7555,2023-08-14,2023-09-03,2023-09-06,78.8,56.6,Completed,Medium,Design,0,0.0,True,True,22.199999999999996,0.72
TSK007555,PRJ0236,EMP0357,Advait Rao,Research task #7556,2023-06-24,2023-07-05,2023-07-07,74.9,58.8,Completed,High,Development,1,1.0,True,True,16.10000000000001,0.79
TSK007556,PRJ0236,EMP0492,Shaurya Verma,Documentation task #7557,2023-06-19,2023-06-29,2023-07-01,17.6,11.5,Completed,Low,Design,0,0.0,True,True,6.100000000000001,0.65
TSK007557,PRJ0236,EMP0476,Myra Sharma,Research task #7558,2023-06-22,2023-07-03,2023-07-08,0.0,35.0,Completed,Medium,Deployment,0,0.0,True,True,-35.0,
TSK007558,PRJ0236,EMP0155,Sara Gupta,Research task #7559,2023-05-31,2023-06-07,2023-06-09,38.7,31.3,Completed,Medium,Code Review,0,0.0,True,True,7.400000000000002,0.81
TSK007559,PRJ0236,EMP0021,Arnav Nair,Bug Fix task #7560,2023-07-23,2023-08-06,2023-08-09,47.3,50.8,Completed,Medium,Code Review,0,0.0,True,True,-3.5,1.07
TSK007560,PRJ0236,EMP0141,Aarav Pillai,Deployment task #7561,2023-07-18,2023-08-03,2023-08-03,23.8,17.1,Completed,Low,Development,0,0.0,True,False,6.699999999999999,0.72
TSK007561,PRJ0236,EMP0357,Advait Rao,Bug Fix task #7562,2023-07-25,2023-08-10,2023-08-18,57.0,57.2,Completed,Low,Design,0,0.0,True,True,-0.20000000000000284,1.0
TSK007562,PRJ0236,EMP0244,Rudra Krishnan,Testing task #7563,2023-07-31,2023-08-18,,10.0,24.9,Blocked,Low,Bug Fix,1,2.0,False,False,-14.899999999999999,2.49
TSK007563,PRJ0236,EMP0247,Aditya Kumar,Documentation task #7564,2023-07-24,2023-08-07,2023-08-05,11.1,13.2,Completed,Low,Research,0,0.0,True,False,-2.0999999999999996,1.19
TSK007564,PRJ0236,EMP0063,Aditya Verma,Research task #7565,2023-05-02,2023-05-10,2023-05-10,58.4,39.2,Completed,High,Development,2,4.8,True,False,19.199999999999996,0.67
TSK007565,PRJ0236,EMP0251,Yuvan Malhotra,Testing task #7566,2023-05-18,2023-05-24,2023-05-25,44.5,41.1,Completed,Medium,Development,1,1.3,True,True,3.3999999999999986,0.92
TSK007566,PRJ0236,EMP0330,Meera Sharma,Development task #7567,2023-06-26,2023-07-04,,23.5,48.3,In Progress,Low,Development,1,1.2,False,False,-24.799999999999997,2.06
TSK007567,PRJ0236,EMP0356,Ananya Nair,Research task #7568,2023-06-21,2023-07-01,2023-07-02,42.5,30.5,Completed,High,Documentation,0,0.0,True,True,12.0,0.72
TSK007568,PRJ0236,EMP0012,Myra Das,Bug Fix task #7569,2023-08-11,2023-08-19,2023-08-21,41.1,53.4,Completed,High,Testing,1,2.6,True,True,-12.299999999999997,1.3
TSK007569,PRJ0236,EMP0319,Advait Pillai,Code Review task #7570,2023-07-20,2023-08-09,,5.7,52.8,In Progress,Low,Design,0,0.0,False,False,-47.099999999999994,9.26
TSK007570,PRJ0236,EMP0412,Reyansh Menon,Code Review task #7571,2023-08-02,2023-08-13,2023-08-16,14.0,15.6,Completed,Low,Deployment,2,4.2,True,True,-1.5999999999999996,1.11
TSK007571,PRJ0236,EMP0108,Rudra Verma,Design task #7572,2023-06-03,2023-06-14,2023-06-19,24.5,17.5,Completed,High,Bug Fix,2,1.1,True,True,7.0,0.71
TSK007572,PRJ0236,EMP0027,Tara Pillai,Development task #7573,2023-07-14,2023-07-27,2023-08-04,35.8,26.2,Completed,High,Bug Fix,4,10.8,True,True,9.599999999999998,0.73
TSK007573,PRJ0237,EMP0452,Myra Malhotra,Design task #7574,2024-02-28,2024-03-03,2024-03-03,19.2,20.5,Completed,Low,Development,0,0.0,True,False,-1.3000000000000007,1.07
TSK007574,PRJ0237,EMP0319,Advait Pillai,Code Review task #7575,2023-12-19,2023-12-21,2023-12-29,17.9,17.1,Completed,Medium,Design,1,0.6,True,True,0.7999999999999972,0.96
TSK007575,PRJ0237,EMP0481,Tara Kapoor,Deployment task #7576,2024-03-02,2024-03-15,2024-03-17,23.4,15.0,Completed,Low,Bug Fix,1,2.1,True,True,8.399999999999999,0.64
TSK007576,PRJ0237,EMP0493,Kiaan Iyer,Testing task #7577,2024-01-16,2024-02-04,2024-02-04,58.9,38.7,Completed,Medium,Research,1,2.3,True,False,20.199999999999996,0.66
TSK007577,PRJ0237,EMP0253,Vihaan Pillai,Code Review task #7578,2024-02-25,2024-03-10,2024-03-13,43.0,50.6,Completed,Medium,Research,1,2.5,True,True,-7.600000000000001,1.18
TSK007578,PRJ0237,EMP0289,Kavya Das,Development task #7579,2024-01-04,2024-01-17,2024-01-20,55.2,53.2,Completed,Medium,Code Review,1,0.6,True,True,2.0,0.96
TSK007579,PRJ0237,EMP0006,Aryan Krishnan,Research task #7580,2023-11-17,2023-11-21,2023-11-22,55.1,35.3,Completed,Low,Bug Fix,0,0.0,True,True,19.800000000000004,0.64
TSK007580,PRJ0237,EMP0557,Ira Verma,Documentation task #7581,2024-01-12,2024-01-16,2024-01-17,28.2,21.7,Completed,Medium,Documentation,0,0.0,True,True,6.5,0.77
TSK007581,PRJ0237,EMP0095,Ishaan Bose,Development task #7582,2024-02-03,2024-02-16,2024-02-16,38.5,52.9,Completed,High,Documentation,3,7.3,True,False,-14.399999999999999,1.37
TSK007582,PRJ0237,EMP0543,Riya Verma,Bug Fix task #7583,2024-03-08,2024-03-21,2024-03-20,15.8,14.2,Completed,Medium,Development,0,0.0,True,False,1.6000000000000014,0.9
TSK007583,PRJ0237,EMP0099,Rudra Malhotra,Design task #7584,2024-02-11,2024-02-18,2024-03-01,51.6,55.1,Completed,Medium,Documentation,0,0.0,True,True,-3.5,1.07
TSK007584,PRJ0237,EMP0278,Rudra Pillai,Testing task #7585,2023-10-31,2023-11-10,2023-11-11,18.6,19.3,Completed,Low,Testing,0,0.0,True,True,-0.6999999999999993,1.04
TSK007585,PRJ0237,EMP0180,Tara Nair,Testing task #7586,2024-01-18,2024-02-01,,29.0,36.8,Blocked,Low,Documentation,0,0.0,False,False,-7.799999999999997,1.27
TSK007586,PRJ0237,EMP0196,Ananya Das,Deployment task #7587,2024-01-26,2024-01-30,2024-01-31,24.5,17.4,Completed,High,Research,0,0.0,True,True,7.100000000000001,0.71
TSK007587,PRJ0237,EMP0373,Saanvi Das,Testing task #7588,2024-02-27,2024-03-19,2024-03-20,42.9,30.6,Completed,Low,Research,0,0.0,True,True,12.299999999999997,0.71
TSK007588,PRJ0237,EMP0430,Diya Iyer,Testing task #7589,2024-01-29,2024-02-08,2024-02-10,8.7,10.3,Completed,Low,Development,0,0.0,True,True,-1.6000000000000014,1.18
TSK007589,PRJ0237,EMP0590,Ira Bose,Documentation task #7590,2024-02-10,2024-02-12,2024-02-10,29.3,37.8,Completed,Medium,Bug Fix,0,0.0,True,False,-8.499999999999996,1.29
TSK007590,PRJ0237,EMP0148,Zara Kumar,Research task #7591,2023-11-07,2023-11-22,2023-11-23,39.3,26.9,Completed,Medium,Deployment,0,0.0,True,True,12.399999999999999,0.68
TSK007591,PRJ0237,EMP0117,Kavya Krishnan,Development task #7592,2024-03-06,2024-03-26,2024-03-27,44.2,40.1,Completed,Medium,Development,2,1.3,True,True,4.100000000000001,0.91
TSK007592,PRJ0237,EMP0003,Myra Gupta,Design task #7593,2023-12-27,2024-01-14,2024-01-15,4.8,4.3,Completed,Medium,Deployment,0,0.0,True,True,0.5,0.9
TSK007593,PRJ0237,EMP0377,Meera Bose,Design task #7594,2024-01-27,2024-02-09,,9.3,10.5,In Progress,Medium,Bug Fix,0,0.0,False,False,-1.1999999999999993,1.13
TSK007594,PRJ0237,EMP0342,Riya Sharma,Deployment task #7595,2023-11-08,2023-11-27,2023-11-26,42.6,37.7,Completed,Medium,Code Review,0,0.0,True,False,4.899999999999999,0.88
TSK007595,PRJ0237,EMP0038,Ananya Singh,Design task #7596,2024-01-08,2024-01-27,2024-01-25,21.0,22.2,Completed,Low,Development,1,2.1,True,False,-1.1999999999999993,1.06
TSK007596,PRJ0237,EMP0286,Vivaan Gupta,Bug Fix task #7597,2024-01-25,2024-01-30,2024-01-31,37.6,43.8,Completed,High,Deployment,2,2.1,True,True,-6.199999999999996,1.16
TSK007597,PRJ0237,EMP0562,Advait Nair,Testing task #7598,2024-02-05,2024-02-15,2024-02-15,35.1,38.7,Completed,Medium,Code Review,2,3.6,True,False,-3.6000000000000014,1.1
TSK007598,PRJ0237,EMP0341,Kabir Iyer,Code Review task #7599,2024-02-17,2024-03-06,2024-03-09,8.5,10.0,Completed,Medium,Research,2,1.2,True,True,-1.5,1.18
TSK007599,PRJ0237,EMP0436,Diya Krishnan,Design task #7600,2023-12-01,2023-12-13,2023-12-16,48.4,53.7,Completed,Low,Code Review,0,0.0,True,True,-5.300000000000004,1.11
TSK007600,PRJ0238,EMP0439,Kiaan Das,Code Review task #7601,2023-08-12,2023-08-29,2023-09-03,88.6,57.0,Completed,Low,Documentation,0,0.0,True,True,31.599999999999994,0.64
TSK007601,PRJ0238,EMP0378,Kiaan Krishnan,Research task #7602,2024-01-15,2024-02-03,2024-02-03,26.8,28.7,Completed,Medium,Research,2,2.7,True,False,-1.8999999999999986,1.07
TSK007602,PRJ0238,EMP0271,Sara Malhotra,Research task #7603,2024-02-24,2024-03-07,2024-03-08,17.4,18.9,Completed,High,Design,0,0.0,True,True,-1.5,1.09
TSK007603,PRJ0238,EMP0205,Vivaan Malhotra,Documentation task #7604,2023-11-20,2023-12-07,,7.7,14.0,To Do,Medium,Code Review,0,0.0,False,False,-6.3,1.82
TSK007604,PRJ0238,EMP0041,Rudra Iyer,Documentation task #7605,2023-10-22,2023-11-08,2023-11-08,30.0,39.3,Completed,Low,Design,0,0.0,True,False,-9.299999999999997,1.31
TSK007605,PRJ0238,EMP0568,Anika Singh,Research task #7606,2023-09-21,2023-09-29,2023-09-29,27.7,28.3,Completed,High,Documentation,3,7.4,True,False,-0.6000000000000014,1.02
TSK007606,PRJ0238,EMP0292,Meera Krishnan,Design task #7607,2024-02-03,2024-02-11,2024-02-10,4.9,4.3,Completed,High,Code Review,4,3.6,True,False,0.6000000000000005,0.88
TSK007607,PRJ0238,EMP0130,Ananya Kapoor,Development task #7608,2024-01-02,2024-01-17,2024-01-18,21.9,16.4,Completed,High,Design,0,0.0,True,True,5.5,0.75
TSK007608,PRJ0238,EMP0434,Kavya Malhotra,Research task #7609,2024-01-23,2024-02-09,2024-02-17,72.2,49.4,Completed,High,Documentation,0,0.0,True,True,22.800000000000004,0.68
TSK007609,PRJ0238,EMP0078,Zara Kapoor,Development task #7610,2024-02-15,2024-02-17,,7.3,9.5,To Do,Low,Bug Fix,0,0.0,False,False,-2.2,1.3
TSK007610,PRJ0238,EMP0056,Ishaan Kapoor,Code Review task #7611,2023-09-22,2023-10-11,2023-10-13,32.1,27.5,Completed,High,Research,1,2.3,True,True,4.600000000000001,0.86
TSK007611,PRJ0238,EMP0366,Kavya Verma,Testing task #7612,2024-02-02,2024-02-09,2024-02-14,18.2,23.9,Completed,High,Documentation,2,5.4,True,True,-5.699999999999999,1.31
TSK007612,PRJ0238,EMP0525,Kabir Krishnan,Deployment task #7613,2023-12-28,2024-01-10,2024-01-10,24.0,26.5,Completed,High,Bug Fix,0,0.0,True,False,-2.5,1.1
TSK007613,PRJ0238,EMP0181,Veer Reddy,Code Review task #7614,2023-11-13,2023-11-26,2023-11-29,47.1,32.4,Completed,High,Bug Fix,2,4.8,True,True,14.700000000000003,0.69
TSK007614,PRJ0238,EMP0051,Arnav Kapoor,Design task #7615,2023-08-30,2023-09-13,2023-09-11,5.6,6.7,Completed,Low,Documentation,5,3.1,True,False,-1.1000000000000005,1.2
TSK007615,PRJ0238,EMP0397,Rudra Bose,Code Review task #7616,2024-01-27,2024-02-13,2024-02-15,36.6,45.6,Completed,Low,Development,2,4.5,True,True,-9.0,1.25
TSK007616,PRJ0238,EMP0394,Aditya Gupta,Documentation task #7617,2023-09-04,2023-09-07,2023-09-07,12.6,10.3,Completed,High,Code Review,0,0.0,True,False,2.299999999999999,0.82
TSK007617,PRJ0238,EMP0129,Ishaan Krishnan,Code Review task #7618,2023-08-30,2023-09-04,2023-09-02,54.7,55.3,Completed,Low,Deployment,0,0.0,True,False,-0.5999999999999943,1.01
TSK007618,PRJ0238,EMP0188,Reyansh Kapoor,Deployment task #7619,2023-11-28,2023-12-12,2023-12-13,40.3,30.8,Completed,Low,Design,0,0.0,True,True,9.499999999999996,0.76
TSK007619,PRJ0238,EMP0273,Ishaan Sharma,Design task #7620,2023-09-14,2023-09-24,2023-09-24,24.0,21.8,Completed,Medium,Design,0,0.0,True,False,2.1999999999999993,0.91
TSK007620,PRJ0238,EMP0557,Ira Verma,Design task #7621,2024-01-09,2024-01-14,2024-01-15,30.7,27.6,Completed,High,Testing,0,0.0,True,True,3.099999999999998,0.9
TSK007621,PRJ0238,EMP0456,Tara Kapoor,Documentation task #7622,2023-08-13,2023-08-28,2023-08-31,12.9,13.1,Completed,Low,Bug Fix,1,0.9,True,True,-0.1999999999999993,1.02
TSK007622,PRJ0238,EMP0459,Navya Gupta,Testing task #7623,2023-09-05,2023-09-14,2023-09-13,8.0,6.9,Completed,High,Development,1,2.2,True,False,1.0999999999999996,0.86
TSK007623,PRJ0238,EMP0534,Kiaan Kumar,Bug Fix task #7624,2023-11-15,2023-11-22,2023-11-25,17.5,13.6,Completed,Medium,Code Review,1,0.7,True,True,3.9000000000000004,0.78
TSK007624,PRJ0238,EMP0140,Ananya Pillai,Deployment task #7625,2023-10-25,2023-11-07,2023-11-09,69.6,53.9,Completed,High,Documentation,0,0.0,True,True,15.699999999999996,0.77
TSK007625,PRJ0238,EMP0208,Reyansh Gupta,Testing task #7626,2023-12-22,2024-01-11,2024-01-23,15.5,18.3,Completed,Medium,Deployment,0,0.0,True,True,-2.8000000000000007,1.18
TSK007626,PRJ0238,EMP0194,Vihaan Reddy,Code Review task #7627,2023-12-23,2024-01-03,2024-01-11,69.8,57.4,Completed,Medium,Documentation,3,7.7,True,True,12.399999999999999,0.82
TSK007627,PRJ0238,EMP0395,Zara Krishnan,Documentation task #7628,2023-10-29,2023-11-05,2023-11-07,39.0,35.9,Completed,Low,Research,0,0.0,True,True,3.1000000000000014,0.92
TSK007628,PRJ0238,EMP0396,Riya Gupta,Development task #7629,2024-02-13,2024-02-25,2024-03-04,67.2,53.2,Completed,Medium,Research,3,4.6,True,True,14.0,0.79
TSK007629,PRJ0238,EMP0059,Zara Krishnan,Bug Fix task #7630,2023-12-23,2023-12-30,,0.0,29.0,To Do,Medium,Bug Fix,0,0.0,False,False,-29.0,
TSK007630,PRJ0238,EMP0281,Dhruv Sharma,Development task #7631,2024-01-11,2024-01-21,2024-01-23,44.8,41.4,Completed,High,Testing,0,0.0,True,True,3.3999999999999986,0.92
TSK007631,PRJ0238,EMP0537,Aryan Pillai,Development task #7632,2023-11-24,2023-12-13,2023-12-13,21.4,15.6,Completed,Medium,Documentation,1,1.9,True,False,5.799999999999999,0.73
TSK007632,PRJ0238,EMP0526,Vihaan Kapoor,Design task #7633,2023-08-06,2023-08-15,2023-08-16,23.5,23.5,Completed,Medium,Development,0,0.0,True,True,0.0,1.0
TSK007633,PRJ0238,EMP0212,Tara Gupta,Design task #7634,2023-08-09,2023-08-11,2023-08-12,22.6,30.6,Completed,Low,Code Review,3,6.6,True,True,-8.0,1.35
TSK007634,PRJ0238,EMP0531,Kiaan Bose,Development task #7635,2024-01-03,2024-01-20,,23.7,33.5,Blocked,High,Research,3,5.9,False,False,-9.8,1.41
TSK007635,PRJ0238,EMP0193,Vivaan Sharma,Testing task #7636,2024-02-01,2024-02-15,2024-02-16,63.1,41.0,Completed,High,Development,4,6.1,True,True,22.1,0.65
TSK007636,PRJ0238,EMP0573,Ananya Rao,Documentation task #7637,2023-10-10,2023-10-31,2023-11-02,81.5,53.0,Completed,Medium,Research,2,1.4,True,True,28.5,0.65
TSK007637,PRJ0238,EMP0361,Aryan Pillai,Code Review task #7638,2023-08-29,2023-08-31,,6.4,18.3,In Progress,Low,Documentation,1,2.1,False,False,-11.9,2.86
TSK007638,PRJ0238,EMP0274,Vivaan Gupta,Code Review task #7639,2023-10-20,2023-11-09,2023-11-07,79.7,58.9,Completed,Low,Testing,0,0.0,True,False,20.800000000000004,0.74
TSK007639,PRJ0238,EMP0463,Aditya Verma,Design task #7640,2023-11-29,2023-12-20,2023-12-18,17.8,20.4,Completed,Medium,Documentation,2,2.3,True,False,-2.599999999999998,1.15
TSK007640,PRJ0238,EMP0055,Arnav Das,Bug Fix task #7641,2023-10-23,2023-10-27,2023-10-30,49.5,48.0,Completed,High,Code Review,0,0.0,True,True,1.5,0.97
